"","training_df.Exited","predicted"
"236",1,0.383786627955133
"237",0,0.0491762867702566
"238",1,0.534717944927251
"239",1,0.307602648397742
"240",0,0.0351834989283338
"241",0,0.135638018119812
"242",0,0.470380188883908
"243",0,0.0603837635172378
"244",1,0.584686746764925
"245",0,0.109442061086775
"246",1,0.3077742733589
"247",0,0.149265057781339
"248",0,0.0412365139890613
"249",0,0.0572751827537139
"250",1,0.596227776437891
"251",0,0.406177406510675
"252",0,0.0695628142991899
"253",0,0.652147823880835
"254",0,0.153412428743271
"255",0,0.071094686437039
"256",0,0.0620077364073892
"257",0,0.0336491651340218
"258",0,0.356498156221649
"259",0,0.069952059810876
"260",0,0.133657163479855
"261",0,0.158617236815303
"262",0,0.441874801052113
"263",0,0.20447029669064
"264",0,0.0584304120110622
"265",0,0.0417281350787477
"266",0,0.264704992293435
"267",0,0.0441097707231084
"268",0,0.1153189223734
"269",1,0.244348816431591
"270",0,0.375299796870569
"271",0,0.0583535485869713
"272",1,0.235619017153376
"273",0,0.162485018593858
"274",0,0.0739781907001764
"275",0,0.0766285987922696
"276",0,0.072356457836622
"277",1,0.242945951505796
"278",0,0.399310430467657
"279",0,0.0611245576473821
"280",1,0.238086727230603
"281",0,0.0474429056874949
"282",0,0.022905474799662
"283",1,0.138872709732492
"284",0,0.0880670648559592
"285",0,0.0336425478984339
"286",0,0.195564314833505
"287",0,0.115068354955683
"288",0,0.222154431369177
"289",0,0.0527131642853033
"290",0,0.100837234067776
"291",0,0.172185201697647
"292",0,0.302142568134818
"293",0,0.0662650462254877
"294",1,0.212333534915965
"295",0,0.0509449470737941
"296",0,0.0839136970976985
"297",0,0.0760087885537297
"298",1,0.259440415239668
"299",0,0.297939972681328
"300",0,0.0361481525366848
"301",0,0.124473133246478
"302",0,0.264490094888582
"303",0,0.104298056714304
"304",0,0.0557331813047913
"305",0,0.15491212043159
"306",0,0.0498942705558436
"307",1,0.0769668367791812
"308",0,0.271087184729367
"309",1,0.377978682698881
"310",0,0.251151162727253
"311",0,0.658631917143721
"312",0,0.208168041928887
"313",0,0.139119127202878
"314",0,0.796347344999066
"315",0,0.0663838377693407
"316",0,0.144068305093615
"317",1,0.377584743854783
"318",0,0.0602989449995325
"319",0,0.0867549497827099
"320",0,0.0933769862318725
"321",0,0.390572289725159
"322",0,0.0686626905542808
"323",1,0.219654241948497
"324",0,0.129879198617092
"325",0,0.0782797016083043
"326",0,0.160402243680002
"327",0,0.12001184675464
"328",1,0.407928480259723
"329",0,0.129506927792616
"330",0,0.0600084282586222
"331",0,0.109144894948645
"332",0,0.335344880676573
"333",0,0.203700682733725
"334",1,0.326018228575132
"335",0,0.276304837060538
"336",1,0.121750192973828
"337",0,0.15264341022179
"338",0,0.102041369112492
"339",1,0.287041232342698
"340",1,0.452065713024542
"341",1,0.236217489861957
"342",0,0.12860353730145
"343",0,0.156555843911273
"344",0,0.0475303561385771
"345",0,0.0866513009252472
"346",0,0.24420376832852
"347",0,0.359171296437809
"348",0,0.457699234097008
"349",0,0.169082772729101
"350",0,0.0564117413762462
"351",0,0.0474946499231262
"352",0,0.0789342596305964
"353",0,0.21594450791395
"354",0,0.0196573598576192
"355",0,0.190350360518121
"356",0,0.0922290144609515
"357",0,0.297598856962892
"358",1,0.157048721152815
"359",0,0.0934637676088618
"360",0,0.203758487930258
"361",0,0.0248885673445784
"362",1,0.343480739797035
"363",0,0.238986969115665
"364",0,0.306115830660617
"365",0,0.307320720174409
"366",0,0.0672018955151036
"367",0,0.514227020508611
"368",0,0.189589955352539
"369",0,0.108732323164816
"370",0,0.19029470460064
"371",0,0.0927666899427154
"372",0,0.809108010880756
"373",0,0.09591799103504
"374",0,0.0920574939612319
"375",0,0.103971173696292
"376",0,0.0855588527256865
"377",1,0.172500572284509
"378",0,0.174156787936909
"379",0,0.19082335230687
"380",1,0.208703388534413
"381",0,0.184253606685364
"382",0,0.152097596785414
"383",0,0.132631834945104
"384",0,0.171583785132885
"385",0,0.440351212002837
"386",0,0.429901064264809
"387",0,0.219582391286149
"388",0,0.231797390312379
"389",0,0.130967443255826
"390",0,0.0982740480713714
"391",0,0.125978284053454
"392",0,0.145946065756782
"393",1,0.271235542585056
"394",1,0.136580980656064
"395",0,0.0536838337705406
"396",0,0.209435280526777
"397",0,0.0582851406388679
"398",0,0.254868323271974
"399",0,0.0806078587361737
"400",1,0.775054563932943
"401",0,0.420124953346411
"402",0,0.238850031966696
"403",0,0.115659996976901
"404",0,0.0677091065754887
"405",0,0.0163564458479176
"406",0,0.117172761786895
"407",1,0.482196593469018
"408",0,0.203669223273303
"409",0,0.119803829703574
"410",0,0.547454346951366
"411",0,0.0444118556724426
"412",0,0.0471099420040369
"413",0,0.0756413310790195
"414",1,0.219627664133377
"415",0,0.0976828090051177
"416",0,0.0593519865650127
"417",1,0.837359565924702
"418",0,0.130175759005426
"419",0,0.318000492679076
"420",0,0.114546239557938
"421",1,0.804985193791622
"422",0,0.224047609603918
"423",1,0.382832655925336
"424",0,0.188616686774041
"425",0,0.151976645550576
"426",0,0.0879420234502022
"427",0,0.34060945078431
"428",0,0.124671914959669
"429",0,0.509257315499115
"430",1,0.399371075731943
"431",1,0.424325025221303
"432",0,0.165233253325786
"433",0,0.410951183054144
"434",1,0.452488720567054
"435",0,0.0999351094408773
"436",0,0.255743284354311
"437",0,0.31068661940804
"438",0,0.151822447894413
"439",0,0.263872697970781
"440",0,0.31478983635826
"441",0,0.196541547822635
"442",0,0.119240302058117
"443",0,0.0909616933979421
"444",0,0.127346490686481
"445",1,0.339857246403387
"446",0,0.0546451573446443
"447",0,0.137244063922114
"448",0,0.0973717361895224
"449",1,0.281467687734676
"450",0,0.394350654449142
"451",0,0.486246423288625
"452",0,0.047937254378284
"453",0,0.128089679257715
"454",0,0.407390179741886
"455",0,0.121580680917599
"456",0,0.129215616158207
"457",0,0.0381229692942317
"458",0,0.133635322751348
"459",1,0.226076228208232
"460",0,0.0496393477192046
"461",0,0.0905388856323849
"462",0,0.157034661019053
"463",0,0.14148390682271
"464",1,0.0840867270177091
"465",0,0.0197449051205066
"466",0,0.139284270217188
"467",0,0.0455094879079231
"468",1,0.391904247909435
"469",0,0.114209075808904
"470",0,0.0394953192998789
"471",0,0.0338175095367389
"472",1,0.189627764503862
"473",0,0.0887137319202288
"474",0,0.0615097317740047
"475",0,0.170865500283992
"476",1,0.480812709599356
"477",0,0.163716623308257
"478",0,0.296568012445301
"479",0,0.0563787410656977
"480",0,0.0412723794645539
"481",0,0.053069893359599
"482",0,0.0879819223315167
"483",0,0.102020373968378
"484",0,0.31253329394029
"485",1,0.443094411762731
"486",0,0.104516749670214
"487",0,0.123670434638135
"488",1,0.0903728739777961
"489",0,0.02938327775953
"490",0,0.481251404915057
"491",0,0.0453594886809494
"492",0,0.150557905685222
"493",0,0.114404810999806
"494",1,0.372918603754005
"495",1,0.28092124259069
"496",0,0.107571848522052
"497",0,0.197008577401004
"498",0,0.0785772663085943
"499",0,0.0557938046723115
"500",1,0.298518072583888
"501",0,0.0358640348557601
"502",0,0.141678005905155
"503",1,0.522618743099323
"504",0,0.0981897084104556
"505",0,0.282521847271483
"506",0,0.0891687773293313
"507",0,0.212819087932795
"508",0,0.492670460687748
"509",0,0.0154579538684359
"510",0,0.0832156539678608
"511",0,0.138124389081273
"512",0,0.438220025491783
"513",0,0.0990552314798353
"514",0,0.0546858849871153
"515",1,0.278325263391678
"516",0,0.117139179615687
"517",1,0.24000792177001
"518",0,0.278274291342449
"519",1,0.132386309178799
"520",0,0.249755567505411
"521",1,0.238696682587606
"522",0,0.206495478603793
"523",0,0.070304782521843
"524",0,0.0943128069468977
"525",0,0.340020946149567
"526",0,0.0495092786861533
"527",0,0.0718198912870762
"528",0,0.0599576999241217
"529",1,0.663369970029489
"530",0,0.0455647207878849
"531",0,0.36772436831803
"532",0,0.0546443655530982
"533",0,0.0473138047511467
"534",0,0.159709454247141
"535",0,0.330074011291856
"536",1,0.463279607672623
"537",0,0.259311220562409
"538",0,0.0963709424197449
"539",1,0.597437936271265
"540",1,0.295397256807537
"541",0,0.0561563463133507
"542",0,0.0207947863848585
"543",0,0.162539535081807
"544",1,0.394639704399984
"545",1,0.162753837635907
"546",0,0.347427707579105
"547",0,0.149583599571373
"548",0,0.325851906552172
"549",0,0.151732488268744
"550",0,0.0171064672944981
"551",0,0.397809854631885
"552",1,0.245271636453964
"553",0,0.126427548739709
"554",0,0.116611512817802
"555",0,0.280005140017077
"556",1,0.244377231039309
"557",0,0.361347317406637
"558",1,0.403748487839924
"559",0,0.132919547700562
"560",0,0.469082097072209
"561",0,0.134623595216973
"562",0,0.321239188629366
"563",0,0.0662623817162926
"564",1,0.377980510978312
"565",0,0.118661677251779
"566",0,0.0477531698418749
"567",1,0.528755207787905
"568",0,0.473980931667447
"569",0,0.0828402063779341
"570",0,0.0254358235454931
"571",0,0.113269944934074
"572",1,0.232662792354742
"573",0,0.134404898154877
"574",1,0.156081524209223
"575",0,0.0795224663601147
"576",0,0.0397152872314991
"577",0,0.241433806595106
"578",0,0.0384055664148714
"579",0,0.269435583408923
"580",0,0.0546976307927754
"581",0,0.110352250549168
"582",1,0.0872330252897816
"583",0,0.27819314075076
"584",0,0.3251410328791
"585",1,0.684628063195493
"586",1,0.506322116601852
"587",1,0.41150253955059
"588",0,0.0790574018881172
"589",0,0.146430857248781
"590",1,0.438333702152003
"591",1,0.216817797043132
"592",0,0.183613128710922
"593",0,0.0887335332430802
"594",0,0.137985695430129
"595",0,0.0478757807967248
"596",0,0.537576481671027
"597",0,0.170280012948033
"598",0,0.150243776552169
"599",1,0.773364148716084
"600",0,0.202296805781837
"601",1,0.103850903529207
"602",0,0.0458025438263938
"603",0,0.516985302795593
"604",1,0.0920118191547699
"605",0,0.0647493514471803
"606",0,0.0286124974424273
"607",0,0.134362783894228
"608",0,0.0677872382984369
"609",0,0.039673416686777
"610",0,0.693722006963519
"611",0,0.122619580324131
"612",0,0.104504630656416
"613",0,0.501528387640129
"614",0,0.0796238469013242
"615",0,0.0640689331458615
"616",1,0.151974749975656
"617",0,0.18062457986576
"618",1,0.830145641689326
"619",0,0.103727965525554
"620",0,0.0727866368793609
"621",0,0.159941061428159
"622",0,0.13109747438089
"623",0,0.465493871837131
"624",0,0.123036219131148
"625",0,0.255386938877043
"626",0,0.141683711351809
"627",0,0.0509352443233171
"628",0,0.343254771071961
"629",0,0.0981924260334687
"630",0,0.157401350065818
"631",1,0.631278937042363
"632",1,0.740957165183048
"633",0,0.186711930896689
"634",0,0.216520882506676
"635",1,0.101046397377995
"636",0,0.396614939893556
"637",0,0.162523747539321
"638",0,0.152243467518703
"639",0,0.149754860350791
"640",0,0.248924923246884
"641",1,0.319199593326977
"642",0,0.17064686921257
"643",0,0.0658429481400309
"644",1,0.482411830881202
"645",1,0.271059958399131
"646",1,0.218815395069999
"647",0,0.0462140410042713
"648",0,0.196446504044373
"649",0,0.210914706075876
"650",0,0.0496049400097299
"651",0,0.170854895466722
"652",0,0.12984080273569
"653",0,0.250273574850214
"654",1,0.295730902644622
"655",0,0.0397350604588306
"656",0,0.0671386451745269
"657",0,0.0333172107829049
"658",0,0.487767190607867
"659",0,0.355608999875003
"660",0,0.119377105122561
"661",0,0.275835570559453
"662",0,0.233659876632353
"663",0,0.0318175422450406
"664",0,0.0855823633185824
"665",0,0.105762129965759
"666",0,0.0332535896757048
"667",0,0.0849498118374499
"668",0,0.0305166658501445
"669",0,0.129354071209698
"670",0,0.160521441772335
"671",0,0.632179209824246
"672",0,0.0618076755267362
"673",0,0.0723037129230686
"674",0,0.0756074518372208
"675",0,0.0442828384597165
"676",0,0.09300625852879
"677",0,0.281473221145315
"678",1,0.209118334603745
"679",0,0.471657567871077
"680",0,0.210112313305841
"681",0,0.240907770935428
"682",0,0.269929624440876
"683",0,0.273035714283461
"684",0,0.450411742067489
"685",0,0.0797258457434042
"686",1,0.255141865629276
"687",0,0.071420839975431
"688",1,0.572008366092065
"689",1,0.511498364031276
"690",0,0.2602971539946
"691",0,0.176362442581856
"692",0,0.235973095960629
"693",0,0.285377395506354
"694",0,0.0391322111351254
"695",0,0.181204168999216
"696",0,0.17073315951661
"697",1,0.362819972721848
"698",1,0.550291427060743
"699",0,0.0431890630061315
"700",0,0.111462946850765
"701",0,0.137468359232893
"702",0,0.114361006475652
"703",0,0.236494347303254
"704",0,0.0489828218726545
"705",0,0.12403849817691
"706",1,0.316771515792333
"707",0,0.125923229258292
"708",0,0.177549708284509
"709",0,0.0674083312405794
"710",0,0.220175269441325
"711",0,0.371059487012231
"712",0,0.29099356660095
"713",0,0.20778110712304
"714",0,0.370132987733591
"715",1,0.119201049644659
"716",0,0.0906519197589112
"717",0,0.46174760682881
"718",0,0.254100825504879
"719",0,0.212183069704171
"720",0,0.126643133622266
"721",1,0.331609039520139
"722",1,0.160800423547785
"723",0,0.0522072613603506
"724",0,0.286094207048182
"725",0,0.0666451630893176
"726",0,0.1263531735996
"727",0,0.0463317140461511
"728",0,0.0287122939964406
"729",0,0.320042481267012
"730",1,0.576354333626657
"731",0,0.0299732869474486
"732",0,0.0803736471997127
"733",0,0.130737558744064
"734",1,0.372634094475983
"735",1,0.604452519769664
"736",0,0.109167988320962
"737",0,0.376649467418523
"738",0,0.0755342979863632
"739",0,0.206683044753464
"740",0,0.142830051476028
"741",0,0.0479505594332371
"742",0,0.0299843766604056
"743",0,0.040335204356629
"744",1,0.446873998148422
"745",0,0.20024160046678
"746",0,0.0594933406892629
"747",0,0.0501280659860455
"748",0,0.460215517829394
"749",0,0.0748872789635903
"750",0,0.247835360246494
"751",0,0.0667621872489762
"752",0,0.591653702486275
"753",0,0.108303034391262
"754",0,0.288976907713968
"755",0,0.263700280983874
"756",0,0.101884222670728
"757",0,0.415748229550094
"758",0,0.0412575343714751
"759",0,0.268104630150988
"760",0,0.258811170655295
"761",0,0.380573901097545
"762",1,0.243532478688472
"763",1,0.419941512706465
"764",0,0.201810532539535
"765",1,0.174030530323226
"766",0,0.157637548538971
"767",0,0.690376090951793
"768",1,0.673713011986409
"769",0,0.219842742608763
"770",1,0.49890770166058
"771",1,0.403166686665688
"772",0,0.124580347440067
"773",0,0.0361700080092807
"774",0,0.167669891861017
"775",1,0.50738477394857
"776",0,0.0531457606678715
"777",1,0.785769495627837
"778",1,0.0968398366752961
"779",0,0.0223149191856538
"780",0,0.236345145753769
"781",0,0.0630204812909753
"782",0,0.0562222063951881
"783",0,0.0704237021568592
"784",0,0.175759013771039
"785",1,0.404343092320848
"786",0,0.0607107724725724
"787",0,0.0225426073108722
"788",0,0.192239908919544
"789",0,0.195880556010087
"790",0,0.137360844474566
"791",0,0.0614367479692002
"792",0,0.111226353062443
"793",0,0.606773771507521
"794",0,0.182024089761784
"795",0,0.0864445195694365
"796",0,0.262592033575088
"797",0,0.184443871782106
"798",0,0.276315960054941
"799",0,0.0910425526487903
"800",0,0.278437363328328
"801",0,0.127886408651215
"802",0,0.30578088866599
"803",0,0.138650564770094
"804",0,0.0459815699968637
"805",0,0.0672625912785377
"806",1,0.306868850681607
"807",0,0.165421902581581
"808",0,0.338853971568762
"809",0,0.33475045190144
"810",0,0.271417988333974
"811",0,0.166751673866319
"812",0,0.337940148003735
"813",0,0.0659938111894422
"814",1,0.0723298613672617
"815",0,0.100559101245754
"816",0,0.0751901726696567
"817",0,0.0696318065941148
"818",1,0.561307443550513
"819",0,0.0368485841754929
"820",0,0.336672710543864
"821",0,0.290263121974206
"822",0,0.23979846457897
"823",0,0.109328238593245
"824",1,0.543465293983567
"825",0,0.123958102285227
"826",0,0.107807282791701
"827",0,0.144898354107389
"828",0,0.162854979180699
"829",0,0.146782357953323
"830",0,0.215762042752946
"831",0,0.0607518714935196
"832",0,0.105741777036244
"833",0,0.135427390149153
"834",0,0.133578121967111
"835",0,0.128005727431253
"836",0,0.156210489702686
"837",0,0.0773129853138202
"838",0,0.516420682782172
"839",1,0.183914689599033
"840",0,0.188781585976846
"841",1,0.534896920584531
"842",0,0.19269002451308
"843",0,0.115458044883666
"844",1,0.249162320895412
"845",0,0.281764774222962
"846",0,0.36331207621213
"847",0,0.112481256258861
"848",0,0.285036250941129
"849",0,0.189251585852949
"850",0,0.0323458091082776
"851",0,0.474136303021328
"852",1,0.63120455769307
"853",0,0.280086498580706
"854",0,0.11269880561257
"855",0,0.251072502969153
"856",0,0.100279242753226
"857",1,0.672362855503425
"858",0,0.0691327983198147
"859",0,0.0545637174081884
"860",1,0.531920911163911
"861",1,0.250454650275513
"862",1,0.232182058718705
"863",0,0.0865985386256436
"864",0,0.129337612088259
"865",0,0.141108799630459
"866",0,0.0857424126552976
"867",0,0.078726126733012
"868",1,0.480674227772988
"869",1,0.422396121740545
"870",0,0.0559947655933691
"871",0,0.105407462599432
"872",1,0.540776333567531
"873",0,0.0938247265416093
"874",0,0.0718890061616419
"875",0,0.113055293345706
"876",0,0.314657841608714
"877",0,0.185860751876606
"878",0,0.108738913821617
"879",0,0.237889418238714
"880",0,0.178294980936647
"881",1,0.568976962037288
"882",1,0.255688843459642
"883",0,0.179217820133637
"884",1,0.404304087687142
"885",0,0.382999719605751
"886",0,0.0213572722849323
"887",0,0.198959042675708
"888",0,0.0721960661180868
"889",0,0.699604296609506
"890",0,0.172373802968997
"891",0,0.164841068761356
"892",0,0.108818148356491
"893",0,0.184162937358233
"894",1,0.173166284722524
"895",1,0.365475805122793
"896",0,0.0952807866466017
"897",0,0.10235974811551
"898",0,0.251799217291636
"899",1,0.351288995141931
"900",0,0.174017101835727
"901",1,0.351522665794365
"902",0,0.0601723964723386
"903",0,0.218663037782037
"904",0,0.102045375322605
"905",1,0.435028202678496
"906",1,0.131976432976344
"907",0,0.0530796805458435
"908",1,0.461010891135052
"909",0,0.043191303857114
"910",0,0.0501476309878175
"911",0,0.0620321015646057
"912",0,0.291067122363827
"913",0,0.169773743488185
"914",0,0.186796602870274
"915",0,0.0611383825831093
"916",0,0.251561066758803
"917",1,0.0650302764798844
"918",0,0.190280110455545
"919",0,0.105606904046131
"920",0,0.206103145983802
"921",0,0.0722290366764326
"922",1,0.499372175050302
"923",1,0.279654771970127
"924",0,0.0775877694659334
"925",0,0.0813240014572636
"926",0,0.191449836787214
"927",0,0.0436828547572848
"928",0,0.150270150764243
"929",0,0.469303371235887
"930",0,0.117433652461178
"931",0,0.203945693466103
"932",0,0.16392540059614
"933",0,0.495780732825617
"934",1,0.0557664568121262
"935",0,0.0419827331529158
"936",0,0.0865775324184785
"937",1,0.166950425885235
"938",0,0.286469783962431
"939",0,0.0893719136068103
"940",0,0.248580180161459
"941",0,0.0636580473875011
"942",0,0.127825046817052
"943",1,0.38041975904419
"944",0,0.297773362164913
"945",0,0.155960670070037
"946",0,0.0454099744352546
"947",1,0.246923324975939
"948",1,0.118423892352181
"949",0,0.409202026834392
"950",1,0.458382877042395
"951",0,0.203166252752493
"952",0,0.237890428827021
"953",0,0.691327437082282
"954",0,0.0854101500689774
"955",1,0.151591950423855
"956",0,0.384351389380138
"957",0,0.111836225499282
"958",0,0.393854796060246
"959",0,0.101769935866018
"960",0,0.115536914783159
"961",0,0.142021808630778
"962",0,0.16305189306336
"963",0,0.0493800941158147
"964",1,0.575190594133162
"965",1,0.297383971588505
"966",0,0.157063756185083
"967",0,0.0991749407366768
"968",0,0.157304216697777
"969",0,0.198763192845314
"970",0,0.604429831891014
"971",0,0.213542137796126
"972",0,0.0198874015253135
"973",0,0.401137761358331
"974",0,0.103050157911919
"975",0,0.135498991369847
"976",0,0.0974863100392838
"977",1,0.371536385182897
"978",0,0.226277778559198
"979",0,0.448500610178985
"980",0,0.32825401652968
"981",0,0.110926057924609
"982",0,0.549369086249417
"983",0,0.0318177989158726
"984",1,0.414003423740858
"985",0,0.0279807825389372
"986",0,0.0867512712326643
"987",0,0.192445280020183
"988",1,0.173120413539742
"989",0,0.0420971971419081
"990",1,0.476280477641825
"991",0,0.168989103877945
"992",0,0.0987500550540085
"993",0,0.254365955018016
"994",0,0.159752996636423
"995",0,0.208245200515076
"996",0,0.0236375985354387
"997",0,0.0706646868439861
"998",0,0.324067173936112
"999",0,0.107174838366831
"1000",0,0.288690578594035
"1001",0,0.502488649282122
"1002",0,0.098137820358056
"1003",0,0.144608324118296
"1004",1,0.343880516495937
"1005",0,0.248006045893951
"1006",1,0.561371551067478
"1007",0,0.160818260620013
"1008",0,0.101692446503347
"1009",1,0.243601576431133
"1010",0,0.410105966946757
"1011",1,0.148200102946245
"1012",0,0.0616885996483832
"1013",0,0.048428930014228
"1014",0,0.0193271723069742
"1015",0,0.128994956978096
"1016",1,0.112828649104545
"1017",0,0.358643241938619
"1018",0,0.363041334154372
"1019",1,0.55711147008869
"1020",0,0.0998979448146063
"1021",1,0.353674390128386
"1022",0,0.0506797449308809
"1023",0,0.23386566455465
"1024",0,0.0344120088273455
"1025",0,0.134128447754529
"1026",0,0.153524452165334
"1027",0,0.0976079797885089
"1028",0,0.126037188523199
"1029",0,0.0319899363321689
"1030",0,0.141554412746141
"1031",0,0.20868644438293
"1032",0,0.0793682904864899
"1033",0,0.0523593272432663
"1034",0,0.040328353097064
"1035",0,0.0885609762511122
"1036",0,0.0923306523211386
"1037",0,0.134230529570671
"1038",0,0.0340388974869073
"1039",0,0.0505488655730747
"1040",0,0.536191696137582
"1041",0,0.426418396238583
"1042",0,0.0765895464163789
"1043",1,0.303769365156109
"1044",0,0.122785144209862
"1045",0,0.113452315424805
"1046",0,0.145099977497863
"1047",1,0.27093992010854
"1048",1,0.366583488168361
